Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Philippines,PHL,40.9356838240664,38.4698780018478,33.6308843617849,33.2902408588973,32.9738335763001,32.6489813640489,32.2819568147558,31.9216340637123,31.4680085202537,30.9630402017999,30.4758810660138,30.0426785361611
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Poland,POL,25.1202226500798,19.5577146618876,15.1597581946649,15.0320908935569,14.8902717516342,14.8162054384951,14.8442952963315,14.7851706352486,14.8792802078772,15.052276813695,15.1853864814628,15.2177060186446
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Portugal,PRT,20.5272691333032,16.0307375504899,14.7996098162806,14.618610817772,14.4378494037203,14.2616904349669,14.0867530429863,13.8768459328705,13.6670779014333,13.4579078221324,13.2520850635726,13.0539569188451
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Puerto Rico,PRI,27.1069425597549,23.5499978195456,20.2661845504642,19.8878461968256,19.493027400083,19.0714983935938,18.5922712817143,18.0065943270512,17.4280036426084,16.8360861114438,16.2607792710731,15.7522948575128
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Qatar,QAT,28.2866309172374,25.7234145979192,13.0848172600327,13.0996556125411,13.1635034884408,13.3069805684618,13.4338643104638,13.4988890035843,13.5107430906865,13.5407641851225,13.5959000969963,13.6392145510687
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Romania,ROU,23.7485674242927,18.5876140303438,15.8255034071869,15.7642016408479,15.6394229985969,15.5453278185739,15.5261421794288,15.4239899051767,15.4494850378567,15.5345549605626,15.5739581339248,15.5205944414015
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Russian Federation,RUS,22.8975019114724,18.2446642514425,15.1669569934245,15.5425585690815,15.9991741996936,16.4598134801807,16.8768178640644,17.2909033046569,17.6339713736985,17.9140805801319,18.1549245389062,18.3622618213373
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Rwanda,RWA,49.4222021978131,44.3733117073903,41.4197503218346,41.2277517985629,40.993372080827,40.7720665522036,40.5914608150481,40.3238388914327,40.1361293138338,39.9755730179801,39.7660321772083,39.4742352236505
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Samoa,WSM,40.3727204044151,40.7551560869914,38.1503075175096,38.0974038680198,38.2035256242201,38.4703024123275,38.8247817976053,38.6537126995142,38.5411974282321,38.3206970922199,37.8640973733745,37.1984839779451
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Sao Tome and Principe,STP,48.5693194305799,44.3702464466969,43.4057358392404,43.4459990233753,43.483421574599,43.4579797370828,43.3405872678407,43.1310800238157,42.8550043701018,42.5199499592471,42.1466966743546,41.7578105393801
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Saudi Arabia,SAU,42.0048004824506,38.2723775049975,28.7100573027293,27.8401503692347,27.0811194667227,26.4127128868679,25.8228450409042,25.5246860791333,25.2590610141107,25.0428481279098,24.8659819879045,24.6962309936749
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Senegal,SEN,46.8370344180752,44.708327456124,43.543855829098,43.5543313262685,43.5449235925408,43.5195667447563,43.4737375191713,43.3775219813307,43.2363351125906,43.0554303706314,42.8398690652712,42.5915617047303
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Serbia,SRB,23.7727281084929,20.4978363373897,17.0643844124051,16.8106823705696,16.5750074224367,16.3591899521357,16.1642114024043,15.9772296315221,15.8258875685363,15.6896807521828,15.5409425306094,15.3671052768619
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Seychelles,SYC,35.8580133201077,28.6483283125093,22.8203258491778,22.8264743042882,22.8973713796242,23.0345486387518,23.2053738760555,23.3204471842023,23.4790184405401,23.6353711790393,23.7387327474191,23.766866299938
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Sierra Leone,SLE,43.9012612268917,44.1691927118154,42.9072074158495,42.7111228701198,42.4688092813777,42.2000220032412,41.9139298100897,41.6367733257432,41.3565579829024,41.0596393534767,40.7243113110288,40.3436236481888
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Singapore,SGP,21.4611449316056,18.710527093074,13.7537816064789,13.514596210133,13.2269671236438,12.9127450898776,12.6321137193696,12.2892461733462,12.2124560773127,12.2782826362627,12.3315031501445,12.3011782900897
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Slovak Republic,SVK,25.389178009301,19.7134173863552,15.2647553484169,15.2039312347862,15.1734549428457,15.1917651091778,15.2578063441258,15.2610353210022,15.3377264634079,15.4461367603311,15.5277438408155,15.5535289676503
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Slovenia,SVN,20.7279188399152,15.7731709292621,14.1891895185803,14.3233407343586,14.4231281899656,14.5342076955223,14.6699568703925,14.7789760921025,14.902181377908,15.0217750478021,15.1056404769625,15.1364302350527
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Solomon Islands,SLB,45.4435558861819,41.9211942034605,40.634619894704,40.5722013512857,40.5411176610611,40.5001711865013,40.430065095056,40.4274519806663,40.353814781798,40.2415842979397,40.1311988390963,40.0300487418545
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Somalia,SOM,44.1974026074685,47.1994489788052,48.1326528823111,47.9555547271704,47.6936436313109,47.4188382701231,47.1688641775966,46.9433517115482,46.7529804110293,46.5765840679638,46.379505669432,46.1499059158678
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,South Africa,ZAF,40.1202657278463,33.8639674497086,29.6159594629272,29.5274695435539,29.4312168462153,29.3520357971792,29.291128627375,29.2133600471367,29.1502598257042,29.0794891477129,28.9683250546848,28.8011250965078
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,South Sudan,SSD,44.262495350582,44.823381124026,43.4117451871937,43.2519855098788,43.0389370967843,42.7842571398254,42.485407802302,42.2743908664634,42.0568295727806,41.8201214348455,41.5680530473699,41.3277706929552
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Spain,ESP,19.9944850491135,14.7367942498808,14.9449624757668,14.9751673605584,14.9382422602929,14.9056055821202,14.9063250571661,14.7653907630761,14.7033379846795,14.6670011075355,14.5768719690892,14.3994673656669
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Sri Lanka,LKA,32.1031852373917,26.75303943246,25.2541841685689,25.1521385504028,25.0518437601116,24.928615618502,24.7726626716141,24.5947668662226,24.4070862823381,24.1970010216799,23.9564620322342,23.6848504400243
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,St. Lucia,LCA,36.581654832633,32.2850270211639,22.416602105455,21.6795172265435,20.9922653552134,20.352671961233,19.7648582561995,19.328533973248,18.9086729224002,18.5288830000715,18.211061874282,17.9526975880453
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,St. Vincent and the Grenadines,VCT,37.959138104276,31.4814814814815,25.5225451456848,25.1035182367317,24.6165601811788,24.1408768980627,23.7191703008759,23.3576042171041,22.9424458466497,22.5413071290525,22.1938890848095,21.9019289706147
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Sudan,SDN,45.5169278310706,43.8017394307574,42.7569261516108,42.4830142789992,42.1782882483131,41.8492189683644,41.5039167980834,41.1881124907425,40.8546242793757,40.5087918665567,40.155706045873,39.7993671957064
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Suriname,SUR,34.2697350234964,32.7077878921072,29.0551385611169,28.747424918475,28.4667571730578,28.1902424300481,27.9053837748125,27.6810624406962,27.4331458940992,27.170263372628,26.9118567801683,26.6654393214144
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Sweden,SWE,17.9249231737483,18.422295882292,16.5135300437005,16.6298885485746,16.8414255081297,17.0804026482927,17.2943025821945,17.3883365475441,17.495166026983,17.5817854599214,17.6254902290956,17.6235795377188
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Switzerland,CHE,17.0397188099929,17.4435146976502,14.9577487874023,14.8684467505793,14.8084235574885,14.7858969568859,14.7933263225771,14.8325574107715,14.8724946793942,14.9109547691069,14.9406758995806,14.9586313532815
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Syrian Arab Republic,SYR,47.0778683661023,41.0141755014732,36.8212461782821,36.0282493305888,35.019029330242,33.9634661665182,33.0555544442844,32.3642136030449,31.8295185484893,31.4215408068559,31.058032054228,30.7746543015697
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Tajikistan,TJK,43.8176097796024,42.5250159217456,35.6115159317753,35.5437542500891,35.5326808994154,35.6308070210557,35.8394720244598,36.1293410032967,36.4524133731099,36.7842840794279,37.0710795752138,37.2700598523011
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Tanzania,TZA,45.7134814152364,44.767955514135,44.8856834131783,44.8775243592177,44.8479490669837,44.7851176050645,44.6821649545391,44.5075677818509,44.3164485313565,44.0982381505459,43.8438065738739,43.5544280499328
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Thailand,THA,30.2139340183223,23.9807774866701,18.9870646793285,18.7518546578583,18.4916063240773,18.2284403632995,17.9742179930524,17.6456607144525,17.3538216619869,17.0869888171064,16.8235362111587,16.5524951884655
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Timor-Leste,TLS,38.0589145773867,44.8714672432002,41.8306231589425,41.2197240232517,40.6580629050355,40.0846950306174,39.4855145272682,38.8670273143015,38.3023475417009,37.7806642722958,37.2920821672251,36.8319497589964
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Togo,TGO,46.0497171405014,43.2502870399289,42.7483682014838,42.6633523324912,42.5321817320664,42.3559820678061,42.1361248794577,41.904494450097,41.6375764859374,41.334523499723,40.9983536998943,40.6363347781615
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Tonga,TON,39.4366197183099,38.4840721423249,37.191247754968,37.0285291569736,36.8504834525588,36.6353882092093,36.4066639545152,36.1306398504939,35.7830545696974,35.4157582100255,35.0728271479702,34.7651260702966
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Trinidad and Tobago,TTO,33.6047517189194,25.5913847814747,20.68010399812,20.6728935269356,20.6871817525705,20.6960057841443,20.6786258472424,20.6218240947763,20.5385030551443,20.419572570427,20.2611806823501,20.0621941738693
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Tunisia,TUN,37.2133028635986,29.553096046187,23.2724904765274,23.3348993574446,23.4799553106738,23.644549168003,23.7900011887353,23.9984182513273,24.1116258680784,24.1701203463736,24.226097266638,24.2906806624361
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Turkey,TUR,35.7933513297786,30.6034149737112,26.6363294108036,26.3768252422437,26.1231482529537,25.8684066566691,25.5997889911536,25.3242680116071,25.0027571472864,24.6494101390807,24.2908228690735,23.9420575994752
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Turkmenistan,TKM,40.5874428299711,36.2666024229136,29.3124291541403,29.4867973955466,29.883955248773,30.2465018564565,30.4441262418272,30.8282683145991,30.910314889694,30.8223639401863,30.7582905607775,30.791782729805
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Uganda,UGA,48.0127508932609,49.659473935327,48.9312888351362,48.7347644749641,48.5081561121471,48.2568031668593,47.9875228685975,47.6744554980047,47.3199381984244,46.9305251819863,46.5000153378411,46.0158824225273
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Ukraine,UKR,21.2328113509669,17.1176417411296,14.3597071484944,14.5586202396341,14.7568849971746,14.9925212027825,15.2639377205271,15.434669220634,15.6289572025388,15.8124131732483,15.9397183747341,15.9905178063575
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,United Arab Emirates,ARE,31.0647046212274,26.0432946125507,13.4240967445595,13.5820047177758,13.7299995325025,13.9280944848562,14.1638903583111,14.385513055257,14.5044224309314,14.6035093701468,14.7126117736307,14.8140793468253
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,United Kingdom,GBR,18.966042711473,19.0323883541571,17.5508437977312,17.5525133454605,17.5339850484468,17.5319027864905,17.5558417377332,17.5896993125458,17.63500937043,17.6780820689573,17.6957005233157,17.6772752194852
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,United States,USA,21.6744978683966,21.702880167839,20.0251330582403,19.8231699369023,19.6170488180396,19.4162424175389,19.2237265896844,19.0233424818483,18.8585280818274,18.7090399824651,18.54931712456,18.3717474214429
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Uruguay,URY,26.0061982228588,24.5392404697241,21.916368797964,21.6815454390755,21.4810811097871,21.286211532874,21.0852316040198,20.9417635842575,20.7770319914125,20.6079810743386,20.4580710129663,20.3350289170431
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Uzbekistan,UZB,40.6857163138897,37.2718238688766,28.8876043456519,28.638594596096,28.4391472303253,28.3422830209093,28.3548548723152,28.388549352738,28.5183238873478,28.6860574147675,28.7978133096531,28.8000464187928
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Vanuatu,VUT,43.8580093195882,41.500335185866,38.4293620931948,38.4490519000076,38.491632084478,38.7114988176802,39.0720318666322,38.8959149211368,38.8623866064236,38.8482301489682,38.7105594867314,38.4101971381595
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,"Venezuela, RB",VEN,37.8883712425185,33.9747456706114,29.5955943313793,29.3271850526605,29.0708215696967,28.769088327092,28.3803986785511,28.2171520091869,27.9706197612419,27.6666505810652,27.4042252111976,27.2626753326952
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Vietnam,VNM,37.2571878023197,31.5736627662488,23.3230911908873,23.1322978529436,23.0453274546693,23.0214928938539,23.029828865123,23.0369679453175,23.0975510865422,23.1726768317012,23.213827614338,23.1940369706856
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Virgin Islands (U.S.),VIR,28.7800223601527,25.8788469674951,20.6459784673844,20.5412473705157,20.4467109199168,20.3645565766691,20.2871624840412,20.1049267897172,19.9167549713129,19.7134123041651,19.4935837365411,19.255925305243
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,West Bank and Gaza,PSE,48.5188294155548,47.805972885261,41.7802565951964,41.267190261726,40.7721615876967,40.314349397185,39.9030859102978,39.5869924718281,39.2627316957879,38.9473612779327,38.6496621445291,38.3611484972598
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,"Yemen, Rep.",YEM,51.5742409068904,48.9307184208325,42.1865037314994,41.7778107935144,41.4220378175479,41.0695690376415,40.6918490752226,40.3641933247861,40.0013953746205,39.6148902740523,39.2233749202127,38.8322302005058
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Zambia,ZMB,47.2638952225656,46.4095909117791,47.1270151334185,46.9578815290543,46.7624923759981,46.5091467492929,46.1845158630753,45.8383246377386,45.4113688120858,44.9361411568244,44.4625086011277,44.0173890765072
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Zimbabwe,ZWE,45.7132625303369,42.0636845065643,41.7822899102411,41.9993900184138,42.2314043210628,42.4288534374076,42.5523479494093,42.665087516467,42.5978683807469,42.4010662380439,42.1581270055692,41.9111003998944
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Africa Eastern and Southern,AFE,45.5618346019731,44.2852805190562,43.3342722976833,43.1810196174773,42.9961449976247,42.7897306435388,42.5660384264546,42.3467786956767,42.1052058083906,41.8415912513006,41.5550229408253,41.2466409564022
